iter	Logloss
182	0.1641814462
183	0.1639470436
184	0.163748048
185	0.1635877228
186	0.1632907608
187	0.1631077277
188	0.1628706983
189	0.1626223865
190	0.162395654
191	0.1622147217
192	0.1620641818
193	0.1618259647
194	0.1616068314
195	0.1614024194
196	0.1612377528
197	0.1610586977
198	0.1608544548
199	0.1606751577
200	0.160467994
201	0.1603023997
202	0.1601345025
203	0.1599207908
204	0.1597270555
205	0.1595428636
206	0.1593533318
207	0.1592132649
208	0.1590476422
209	0.1588529847
210	0.1586373307
211	0.1584351224
212	0.1582962028
213	0.1581428335
214	0.1579652408
215	0.1578153614
216	0.1576864167
217	0.1575630673
218	0.1573931264
219	0.1572408114
220	0.1571128821
221	0.1569370723
222	0.1567483844
223	0.1566057899
224	0.1564627317
225	0.1563053645
226	0.156125043
227	0.1559682674
228	0.1558549215
229	0.1556852181
230	0.1555252036
231	0.155333941
232	0.1552325381
233	0.1551161239
234	0.154966022
235	0.1548783437
236	0.1547338199
237	0.1546023141
238	0.1545211315
239	0.1543866814
240	0.1542449881
241	0.1541089382
242	0.1540147115
243	0.1538968346
244	0.153750045
245	0.1536251766
246	0.1535450101
247	0.1533899428
248	0.153303957
249	0.1531839803
250	0.1530556567
251	0.1529525813
252	0.1528368379
253	0.1526998905
254	0.1525549122
255	0.1524663079
256	0.1523562353
257	0.1522382455
258	0.1521295385
259	0.1520194159
260	0.151904307
261	0.1518132876
262	0.1516858454
263	0.1515558715
264	0.1514370159
265	0.1513597105
266	0.1512467547
267	0.1511422555
268	0.151045154
269	0.1509431571
270	0.1508510205
271	0.150753573
272	0.150664618
273	0.1505968314
274	0.1505144204
275	0.1504107763
276	0.1502991277
277	0.1501803056
278	0.1500872914
279	0.1499654925
280	0.1498491004
281	0.1497462339
282	0.1496570906
283	0.1495516576
284	0.149469468
285	0.1493415001
286	0.149246766
287	0.149175879
288	0.1490651979
289	0.1489831011
290	0.1488864731
291	0.1488096793
292	0.1487388934
293	0.1486465738
294	0.1485708234
295	0.148473128
296	0.1484085458
297	0.1483074418
298	0.1482350355
299	0.1481723202
300	0.1480659302
301	0.1479560847
302	0.147889778
303	0.1477954279
304	0.1477152028
305	0.1476260571
306	0.1475703027
307	0.1474993091
308	0.1474372602
309	0.1473283362
310	0.1472602329
311	0.1471883767
312	0.1471084195
313	0.1470436555
314	0.1469678741
315	0.1469022909
316	0.1468327611
317	0.1467500815
318	0.1466683658
319	0.1465958822
320	0.1465187862
321	0.1464392388
322	0.1463508807
323	0.1462587909
324	0.1461743406
325	0.1461167214
326	0.1460427644
327	0.1459652611
328	0.1459145133
329	0.1458542946
330	0.1457780714
331	0.1456928066
332	0.1456262095
333	0.1455559006
334	0.1454760667
335	0.1454089792
336	0.145348013
337	0.1452569732
338	0.145169123
339	0.145103841
340	0.1450404836
341	0.1449717894
342	0.1449152264
343	0.1448274106
344	0.1447355395
345	0.1446654255
346	0.1445958628
347	0.1445164312
348	0.1444470977
349	0.1443800017
350	0.1443123706
351	0.1442618378
352	0.1441824726
353	0.1441036201
354	0.1440554219
355	0.1439982673
356	0.143958451
357	0.1439003276
358	0.1438339248
359	0.1437658533
360	0.143699534
361	0.1436427769
362	0.1435698621
363	0.1435070262
364	0.1434094406
365	0.143357584
366	0.1432682673
367	0.1431968274
368	0.1431395843
369	0.1430957706
370	0.1430227241
371	0.1429786574
372	0.1429155323
373	0.1428505644
374	0.1427831796
375	0.1427020801
376	0.14264871
377	0.1425832214
378	0.142524604
379	0.1424456087
380	0.1423676124
381	0.1423248152
382	0.1422612136
383	0.1422018915
384	0.1421422877
385	0.1420835417
386	0.1420231475
387	0.141976202
388	0.141913857
389	0.141844615
390	0.1417746706
391	0.1417189868
392	0.1416879556
393	0.141618592
394	0.1415862397
395	0.1415251929
396	0.1414837068
397	0.1414332117
398	0.1413855927
399	0.1413445624
400	0.1412972476
401	0.1412600614
402	0.1412008498
403	0.1411671991
404	0.1411181126
405	0.1410599251
406	0.141012342
407	0.1409452949
408	0.14091203
409	0.1408676108
410	0.1408231793
411	0.1407613877
412	0.1407166129
413	0.1406451337
414	0.1405831404
415	0.1405281331
416	0.1404755536
417	0.1404322907
418	0.1403685936
419	0.1403090183
420	0.1402610131
421	0.1401928555
422	0.1401653991
423	0.140101081
424	0.1400719683
425	0.1400236604
426	0.1399735544
427	0.1399110125
428	0.1398644228
429	0.13980028
430	0.1397520062
431	0.139719636
432	0.1396764835
433	0.1396180286
434	0.1395680462
435	0.1395332906
436	0.1394749484
437	0.1394242572
438	0.1393625139
439	0.1393041363
440	0.1392495533
441	0.1391995384
442	0.1391683625
443	0.1391308316
444	0.1390869507
445	0.1390488382
446	0.139008479
447	0.1389695281
448	0.1389191775
449	0.138874224
450	0.1388157694
451	0.138792489
452	0.1387560134
453	0.1386997589
454	0.1386583185
455	0.1386207328
456	0.1385563762
457	0.1384989528
458	0.1384481802
459	0.1384264482
460	0.1383703275
461	0.1383064101
462	0.1382564821
463	0.1382034343
464	0.138169541
465	0.1381379206
466	0.1380825002
467	0.1380217567
468	0.1379725433
469	0.1379542351
470	0.1379039586
471	0.1378694218
472	0.1378238929
473	0.1377872663
474	0.1377622551
475	0.1377226047
476	0.1376662578
477	0.137643865
478	0.1375931683
479	0.1375443375
480	0.1375054984
481	0.1374441731
482	0.1373911147
483	0.1373542429
484	0.1373167391
485	0.1372610322
486	0.1372267354
487	0.137162754
488	0.1371324011
489	0.1371129753
490	0.1370975648
491	0.1370633127
492	0.1370221334
493	0.1369831975
494	0.1369483182
495	0.1369011319
496	0.1368629546
497	0.1368341151
498	0.1368024274
499	0.1367576587
500	0.1367169135
501	0.1366938776
502	0.1366689182
503	0.1366313053
504	0.1365806185
505	0.1365389158
506	0.1365103048
507	0.1364820926
508	0.1364202853
509	0.1363930297
510	0.1363412609
511	0.1363042166
512	0.1362935172
513	0.1362681252
514	0.1362460934
515	0.1362184877
516	0.136174711
517	0.1361557667
518	0.1361259379
519	0.1360981984
520	0.1360649918
521	0.1360581538
522	0.136026159
523	0.1360005592
524	0.1359699442
525	0.1359513267
526	0.1359113725
527	0.135872998
528	0.1358334458
529	0.1357933002
530	0.1357732318
531	0.1357520097
532	0.1357371767
533	0.1356906243
534	0.1356451004
535	0.1356218205
536	0.1355979939
537	0.1355705333
538	0.1355197566
539	0.1354854709
540	0.135431899
541	0.1353907856
542	0.1353514161
543	0.1353081087
544	0.1352446448
545	0.1352207106
546	0.1352044643
547	0.1351645233
548	0.1351352167
549	0.1351102685
550	0.1350550784
551	0.1350232376
552	0.1349988542
553	0.1349767054
554	0.1349593828
555	0.134940315
556	0.1348779462
557	0.1348448548
558	0.1347825306
559	0.1347643183
560	0.1347290903
561	0.1346791222
562	0.1346649568
563	0.1346389165
564	0.1345986673
565	0.1345693969
566	0.1345411511
567	0.1345230139
568	0.134507935
569	0.1344786372
570	0.1344289359
571	0.1343721754
572	0.1343494788
573	0.1343251826
574	0.1343050301
575	0.1342565253
576	0.1342269728
577	0.1341976185
578	0.1341852622
579	0.1341478722
580	0.1341068135
581	0.1340596591
582	0.1340316609
583	0.1339917863
584	0.1339749927
585	0.1339491159
586	0.1339218491
587	0.133917786
588	0.1339140425
589	0.1338721552
590	0.1338510899
591	0.1338167024
592	0.1337937806
593	0.1337715372
594	0.1337234481
595	0.1337103448
596	0.1337027654
597	0.1336600298
598	0.1336586093
599	0.1336277374
600	0.1335969179
601	0.1335573307
602	0.1335523841
603	0.1335339847
604	0.1335192473
605	0.1334827845
606	0.1334440715
607	0.1334207781
608	0.1333868133
609	0.1333774281
610	0.1333422898
611	0.1333147929
612	0.1332986863
613	0.1332659974
614	0.1332440614
615	0.1332171796
616	0.1332023388
617	0.1331697961
618	0.1331432363
619	0.1331074605
620	0.1330762073
621	0.1330503667
622	0.1330386178
623	0.1329842186
624	0.1329411846
625	0.1329273898
626	0.1329142743
627	0.1328818795
628	0.132826509
629	0.1327977164
630	0.132758135
631	0.1327237439
632	0.1326816128
633	0.1326571992
634	0.1326300576
635	0.1325997706
636	0.1325721454
637	0.1325405639
638	0.1325005439
639	0.1324730149
640	0.1324233873
641	0.1324137794
642	0.1323938487
643	0.1323565931
644	0.1323295854
645	0.1323057568
646	0.1322922092
647	0.1322621449
648	0.1322216981
649	0.1321940871
650	0.1321694858
651	0.1321331357
652	0.1321032375
653	0.1320838538
654	0.1320557258
655	0.1320085114
656	0.1319860985
657	0.1319731492
658	0.1319546769
659	0.1319238779
660	0.1319081656
661	0.1318723072
662	0.1318486079
663	0.1318409297
664	0.131813395
665	0.1317957124
666	0.1317725651
667	0.1317493794
668	0.1317079864
669	0.131696716
670	0.1316708339
671	0.1316443566
672	0.131622011
673	0.1315949261
674	0.1315612993
675	0.1315329333
676	0.1315231481
677	0.1314736624
678	0.1314427199
679	0.1314070178
680	0.1313852182
681	0.1313654396
682	0.1313193697
683	0.1313015549
684	0.1312638104
685	0.1312388772
686	0.1312097904
687	0.1311846339
688	0.1311698173
689	0.1311502287
690	0.1311214799
691	0.1310755047
692	0.1310414016
693	0.13101092
694	0.1309879041
695	0.1309714519
696	0.1309454064
697	0.1309401934
698	0.1309116845
699	0.1308835837
700	0.1308523721
701	0.1308380093
702	0.130820776
703	0.1308074657
704	0.1307919956
705	0.1307559004
706	0.1307443623
707	0.1307170896
708	0.1306785384
709	0.1306486985
710	0.1306217381
711	0.1306094292
712	0.1305604828
713	0.1305405645
714	0.1305085308
715	0.1304746222
716	0.1304628626
717	0.1304268316
718	0.130392077
719	0.1303802767
720	0.1303465938
721	0.1302955522
722	0.1302706545
723	0.1302432656
724	0.1301966356
725	0.1301839495
726	0.1301477686
727	0.1301110593
728	0.1300802254
729	0.1300426256
730	0.1300121497
731	0.1299743819
732	0.1299350157
733	0.1299113405
734	0.1298869804
735	0.1298650683
736	0.1298444633
737	0.1298133668
738	0.1297848557
739	0.1297605123
740	0.1297454597
741	0.1297005402
742	0.1296639567
743	0.1296170736
744	0.1296078387
745	0.1295770572
746	0.1295635466
747	0.1295375359
748	0.1295158783
749	0.1294791099
750	0.1294560754
751	0.1294263615
752	0.1294082976
753	0.1293511992
754	0.1293348939
755	0.1292748758
756	0.1292464334
757	0.1292238825
758	0.1291885899
759	0.1291620131
760	0.129149794
761	0.1291282609
762	0.1291128331
763	0.1290982661
764	0.1290742197
765	0.1290418682
766	0.1290063321
767	0.128983567
768	0.128968713
769	0.1289342395
770	0.1289070616
771	0.1288559423
772	0.1288182695
773	0.1288117303
774	0.1287824101
775	0.1287521508
776	0.1287298366
777	0.1287068483
778	0.1286909202
779	0.1286696885
780	0.1286515921
781	0.1286271367
782	0.1286112734
783	0.1285831323
784	0.1285768737
785	0.1285559616
786	0.1285346594
787	0.1285015425
788	0.1284671814
789	0.1284373059
790	0.1284344508
791	0.1283972319
792	0.1283700404
793	0.1283367034
794	0.128300006
795	0.128276965
796	0.1282503412
797	0.1282227842
798	0.1282183206
799	0.12817091
800	0.1281459015
801	0.1281073306
802	0.1280765331
803	0.1280484781
804	0.1280349032
805	0.1280065649
806	0.1279907399
807	0.1279744154
808	0.127954814
809	0.1279301886
810	0.1279013679
811	0.1278610995
812	0.1278411781
813	0.1278158391
814	0.1277926971
815	0.1277537449
816	0.1277259958
817	0.1276793677
818	0.1276694102
819	0.127643492
820	0.1276079578
821	0.1275737754
822	0.1275428667
823	0.1275146836
824	0.1274877825
825	0.1274516561
826	0.1274097773
827	0.1273791836
828	0.1273606569
829	0.1273503765
830	0.1273206803
831	0.1273053571
832	0.1272725609
833	0.1272549428
834	0.1272037629
835	0.1271741636
836	0.1271406103
837	0.1271203514
838	0.1271105348
839	0.1270597755
840	0.1270348165
841	0.1270065848
842	0.1269701653
843	0.1269638598
844	0.1269399989
845	0.1269176608
846	0.1268915091
847	0.126868352
848	0.126834349
849	0.1268109317
850	0.1267814789
851	0.1267620179
852	0.1267170248
853	0.1267006439
854	0.1266891057
855	0.1266637155
856	0.1266352483
857	0.1266114667
858	0.1265940606
859	0.1265721916
860	0.1265460861
861	0.1265148601
862	0.1264948187
863	0.1264517489
864	0.1264269928
865	0.1264031105
866	0.1263671921
867	0.1263469529
868	0.1263340116
869	0.1262866092
870	0.1262709249
871	0.1262480587
872	0.1262330582
873	0.1262041725
874	0.1261566871
875	0.1261277613
876	0.1261075691
877	0.1260776121
878	0.126063314
879	0.1260303581
880	0.1260098795
881	0.1259891252
882	0.1259470161
883	0.1259223457
884	0.1259011031
885	0.1258786329
886	0.1258648493
887	0.1258369217
888	0.125817305
889	0.1257961439
890	0.1257741423
891	0.1257427821
892	0.1257188279
893	0.1256986274
894	0.1256614362
895	0.1256150943
896	0.1255669552
897	0.1255469903
898	0.1255310682
899	0.1254966309
900	0.1254834881
901	0.1254712414
902	0.1254536805
903	0.1254266597
904	0.1253889192
905	0.1253641114
906	0.1253351521
907	0.1253083741
908	0.1252581286
909	0.1252278644
910	0.1252129911
911	0.1252062971
912	0.1251915372
913	0.1251576529
914	0.1251355836
915	0.1251040524
916	0.1250612889
917	0.1250519723
918	0.1250019752
919	0.1249859953
920	0.1249558943
921	0.1249329626
922	0.1249165631
923	0.1248850516
924	0.1248570864
925	0.1248226368
926	0.1247963342
927	0.1247814056
928	0.1247440148
929	0.1247201458
930	0.1246829684
931	0.1246424775
932	0.1246173094
933	0.1246068008
934	0.1245895756
935	0.1245579445
936	0.1245428853
937	0.124515993
938	0.124499406
939	0.1244790719
940	0.1244535226
941	0.1244253524
942	0.1243891946
943	0.1243764879
944	0.1243637633
945	0.1243467042
946	0.1243226194
947	0.1243058151
948	0.124290931
949	0.1242823004
950	0.1242585073
951	0.1242341912
952	0.1242139258
953	0.1241882923
954	0.1241530195
955	0.1241217846
956	0.1241064521
957	0.1240784095
958	0.1240512728
959	0.124018186
960	0.1239777175
961	0.123964187
962	0.1239337531
963	0.1238982568
964	0.1238778241
965	0.1238556574
966	0.1238336001
967	0.123814437
968	0.1237903957
969	0.1237828789
970	0.1237596568
971	0.1237104419
972	0.1236789263
973	0.1236631657
974	0.1236464859
975	0.1236188769
976	0.1235953326
977	0.1235879156
978	0.1235402742
979	0.1235192943
980	0.1235054365
981	0.1234844835
982	0.123462265
983	0.1234418298
984	0.1234148007
985	0.1233948641
986	0.1233723001
987	0.1233531277
988	0.1233325487
989	0.1233121097
990	0.1232924681
991	0.1232678753
992	0.1232474548
993	0.1232283358
994	0.1231947072
995	0.1231790136
996	0.1231507772
997	0.123110075
998	0.1230848261
999	0.1230582427
